crop,region,month,quantity_kg,price_per_kg
Beans,Equatorial Guinea,1,500.0,662.71
Maize,Somalia,4,100.0,192.4
Maize,Burkina Faso,12,1000.0,185.11
Beans,Eswatini,7,50.0,18.03
Onion,Uganda,3,10.0,2092.32
Cassava,Seychelles,6,100.0,3.14
Beans,Angola,6,25.0,868.91
Cassava,Algeria,2,25.0,26.15
Cocoa,South Sudan,12,1000.0,6821.85
Onion,Eritrea,8,1000.0,8.66
Coffee,Madagascar,5,25.0,20147.13
Irish Potato,Liberia,3,100.0,99.04
Maize,Uganda,9,250.0,1011.3
Plantain,Congo (DRC),10,500.0,1154.68
Irish Potato,Burundi,2,250.0,1569.7
Rice,South Africa,6,25.0,15.51
Irish Potato,Guinea-Bissau,3,10.0,330.11
Plantain,Comoros,2,25.0,206.78
Tomato,Sao Tome and Principe,6,25.0,14.77
Plantain,Central African Republic,4,250.0,293.32
Coffee,Somalia,7,250.0,2064.29
Onion,Cameroon,11,10.0,349.47
Coffee,Burkina Faso,6,50.0,2654.58
Beans,Togo,5,1000.0,547.62
Cocoa,Nigeria,9,25.0,4942.26
Irish Potato,Mozambique,10,250.0,31.29
Plantain,Congo (Republic),8,50.0,261.39
Tomato,Mauritania,9,1000.0,28.03
Plantain,Rwanda,8,500.0,594.46
Rice,Mozambique,7,100.0,54.75
Irish Potato,Benin,8,1000.0,242.86
Rice,Algeria,9,25.0,101.59
Coffee,Seychelles,4,250.0,52.85
Coffee,Sierra Leone,5,50.0,92366.43
Rice,Gabon,6,100.0,492.43
Beans,Djibouti,5,50.0,175.45
Plantain,Liberia,4,1000.0,82.15
Tomato,Senegal,5,50.0,391.14
Rice,Djibouti,11,10.0,128.78
Tomato,Angola,3,1000.0,447.15
Maize,Tanzania,9,500.0,794.45
Irish Potato,Liberia,7,250.0,76.14
Maize,Liberia,7,500.0,52.45
Rice,Guinea,12,100.0,5773.97
Rice,Zambia,9,500.0,18.91
Maize,Mali,2,250.0,227.52
Rice,Botswana,9,250.0,10.18
Irish Potato,Liberia,1,1000.0,91.32
Coffee,Ethiopia,8,10.0,480.62
Plantain,Eswatini,1,100.0,8.53
Cassava,Comoros,2,25.0,99.07
Onion,Senegal,9,50.0,398.58
Onion,Burundi,10,10.0,1784.73
Onion,Benin,4,50.0,358.24
Onion,Liberia,5,500.0,105.18
Cassava,Djibouti,6,1000.0,35.44
Cassava,Mozambique,4,1000.0,13.05
Coffee,Equatorial Guinea,6,100.0,2406.19
Cassava,Cabo Verde,9,10.0,20.15
Plantain,Namibia,9,50.0,7.63
Onion,Namibia,11,1000.0,9.26
Plantain,Eritrea,8,500.0,5.81
Cocoa,Togo,1,50.0,1497.61
Maize,Guinea,2,50.0,3215.22
Coffee,Angola,8,250.0,3221.85
Beans,Zambia,2,250.0,30.93
Onion,Burkina Faso,3,50.0,316.3
Coffee,Zambia,7,1000.0,85.59
Irish Potato,Algeria,10,50.0,65.68
Plantain,Central African Republic,11,500.0,240.42
Coffee,Gabon,1,25.0,2320.37
Irish Potato,Mauritius,4,100.0,25.5
Onion,Tanzania,12,500.0,1343.79
Cassava,Mauritius,12,1000.0,7.75
Plantain,Nigeria,7,50.0,732.79
Maize,Zimbabwe,2,1000.0,8.26
Beans,Malawi,6,1000.0,1312.49
Onion,Seychelles,2,10.0,7.03
Irish Potato,Tanzania,6,500.0,1022.23
Maize,Namibia,5,50.0,5.83
Cocoa,Sierra Leone,5,50.0,80062.44
Tomato,Rwanda,12,500.0,849.61
Rice,Sao Tome and Principe,6,10.0,19.5
Coffee,Ghana,5,10.0,63.98
Plantain,Tanzania,12,10.0,1187.68
Beans,Liberia,7,250.0,188.74
Onion,Mali,5,10.0,355.04
Onion,Lesotho,10,1000.0,9.8
Beans,Gabon,2,10.0,719.77
Maize,Eritrea,8,250.0,3.91
Maize,Cote d'Ivoire,6,10.0,187.42
Coffee,Eritrea,12,250.0,49.19
Beans,Libya,12,10.0,6.47
Cassava,Senegal,3,500.0,125.44
Tomato,Cameroon,6,100.0,406.88
Tomato,Zimbabwe,11,250.0,17.57
Beans,Cameroon,8,100.0,614.04
Beans,Ethiopia,6,250.0,110.37
Plantain,Zimbabwe,4,25.0,13.61
Onion,Gambia,5,100.0,40.08
Cassava,Djibouti,7,1000.0,33.25
Plantain,Zambia,5,1000.0,10.51
Plantain,Guinea-Bissau,7,500.0,252.71
Onion,South Africa,9,100.0,11.99
Onion,Gabon,5,50.0,351.81
Plantain,Ghana,12,25.0,6.59
Cassava,Mali,4,50.0,134.21
Cassava,Cabo Verde,3,250.0,21.69
Maize,Libya,12,100.0,1.64
Maize,Guinea,10,100.0,2706.13
Onion,Kenya,7,50.0,84.25
Maize,Guinea,5,500.0,2548.5
Cassava,Congo (Republic),3,25.0,136.62
Maize,Madagascar,3,500.0,1498.04
Beans,Guinea,6,25.0,8771.13
Cassava,Botswana,7,50.0,3.44
Coffee,Gambia,11,10.0,221.47
Coffee,Mauritania,5,25.0,167.84
Cocoa,Guinea,2,50.0,26754.62
Maize,Somalia,7,50.0,174.3
Maize,Guinea,4,10.0,3066.98
Plantain,Liberia,10,100.0,83.51
Onion,Togo,3,500.0,318.8
Maize,Madagascar,11,250.0,1470.63
Plantain,Sierra Leone,6,500.0,9608.81
Tomato,Tanzania,8,500.0,1858.64
Maize,Togo,8,10.0,173.83
Cassava,Eswatini,6,100.0,4.01
Irish Potato,Tunisia,9,25.0,1.43
Beans,Morocco,4,10.0,11.19
Tomato,Gabon,4,1000.0,341.9
Beans,Benin,3,10.0,711.97
Onion,Uganda,4,250.0,1901.9
Beans,Comoros,6,1000.0,349.83
Plantain,Nigeria,1,500.0,705.86
Beans,Liberia,11,25.0,235.78
Cocoa,Zambia,6,250.0,93.67
Onion,Madagascar,12,25.0,2638.64
Maize,Liberia,11,25.0,65.62
Cocoa,Morocco,2,500.0,29.04
Cocoa,Sudan,1,50.0,1608.1
Coffee,Comoros,8,500.0,1460.24
Onion,Lesotho,2,25.0,9.34
Plantain,Seychelles,9,50.0,5.64
Coffee,Angola,10,10.0,3127.91
Onion,Niger,8,25.0,413.12
Plantain,Eritrea,1,100.0,7.18
Rice,Zambia,9,100.0,18.97
Onion,Mali,12,50.0,334.53
Plantain,Zimbabwe,8,25.0,10.74
Beans,Cameroon,5,500.0,586.83
Tomato,Zambia,6,250.0,18.39
Beans,Niger,5,250.0,625.7
Cassava,Djibouti,4,500.0,32.54
Rice,Eritrea,12,1000.0,9.93
Irish Potato,Botswana,6,250.0,5.46
Maize,Djibouti,2,100.0,67.04
Beans,Congo (DRC),1,250.0,3204.24
Onion,South Africa,3,250.0,9.66
Maize,Djibouti,10,500.0,53.86
Cassava,Cote d'Ivoire,9,500.0,119.42
Irish Potato,Mauritius,11,10.0,23.82
Cocoa,Lesotho,2,500.0,45.24
Rice,Algeria,11,25.0,96.91
Onion,Niger,11,10.0,364.35
Coffee,Djibouti,11,10.0,547.53
Coffee,Cabo Verde,1,250.0,352.59
Maize,Zambia,7,1000.0,6.76
Beans,Angola,2,50.0,1097.48
Maize,Botswana,8,50.0,3.64
Rice,Congo (DRC),4,250.0,2629.99
Maize,Libya,6,1000.0,1.13
Onion,Central African Republic,11,50.0,345.54
Beans,Mali,3,10.0,655.32
Cocoa,Equatorial Guinea,5,50.0,2120.55
Irish Potato,Uganda,5,250.0,1618.55
Rice,Comoros,5,250.0,418.16
Maize,Liberia,2,50.0,67.68
Tomato,Cameroon,9,50.0,436.13
Coffee,Tanzania,10,1000.0,7630.92
Plantain,Benin,10,1000.0,205.9
Plantain,Mozambique,9,50.0,24.16
Coffee,Mali,1,500.0,1902.0
Cassava,Chad,9,100.0,119.63
Cassava,Niger,10,50.0,117.64
Irish Potato,Botswana,10,25.0,5.82
Maize,Equatorial Guinea,2,25.0,234.92
Maize,Congo (DRC),2,250.0,983.63
Irish Potato,Ethiopia,1,250.0,66.1
Plantain,Mauritania,2,25.0,20.81
Maize,Ghana,11,50.0,5.12
Coffee,Mozambique,9,250.0,221.24
Maize,Botswana,8,500.0,3.58
Rice,Ethiopia,6,25.0,106.07
Rice,Tunisia,9,10.0,2.29
Cassava,Niger,11,250.0,103.55
Tomato,Sierra Leone,9,100.0,16956.35
Cocoa,Burkina Faso,5,10.0,2022.18
Cassava,Central African Republic,6,100.0,137.24
Cassava,Seychelles,9,1000.0,2.21
Plantain,Uganda,5,1000.0,1606.48
Onion,Gambia,2,1000.0,29.07
Rice,Zambia,8,500.0,18.77
Cocoa,Uganda,8,1000.0,9846.88
Beans,South Sudan,3,100.0,3255.35
Cassava,Burundi,5,1000.0,626.45
Tomato,Eswatini,5,10.0,11.21
Tomato,Congo (Republic),8,1000.0,373.42
Maize,Tanzania,12,25.0,939.41
Cocoa,Senegal,1,250.0,1524.17
Cassava,Somalia,5,500.0,110.7
Rice,Zambia,7,500.0,20.63
Tomato,Ethiopia,3,10.0,75.47
Plantain,Senegal,3,250.0,297.75
Plantain,Mauritius,8,25.0,19.22
Cassava,Uganda,2,50.0,861.68
Irish Potato,Lesotho,9,50.0,8.61
Rice,Uganda,11,250.0,2478.55
Onion,Ethiopia,2,100.0,58.43
Beans,Algeria,9,1000.0,125.93
Maize,Lesotho,12,10.0,6.52
Plantain,Chad,1,50.0,274.05
Cocoa,Guinea-Bissau,6,1000.0,1917.4
Onion,Nigeria,3,1000.0,696.87
Beans,Niger,11,50.0,737.31
Coffee,Togo,10,250.0,1863.49
Maize,Mali,1,250.0,206.81
Cocoa,Nigeria,7,1000.0,4472.92
Tomato,Congo (Republic),3,100.0,356.49
Beans,Tunisia,5,25.0,3.1
Beans,Ghana,11,10.0,19.67
Maize,Ghana,3,100.0,5.3
Rice,Guinea-Bissau,10,1000.0,375.3
Irish Potato,Algeria,10,25.0,62.08
Onion,Zimbabwe,8,25.0,16.27
Rice,Burkina Faso,8,250.0,455.08
Plantain,Somalia,11,1000.0,210.32
Plantain,Guinea-Bissau,3,10.0,304.65
Irish Potato,Botswana,2,25.0,8.04
Beans,Benin,1,1000.0,665.17
Cocoa,Libya,5,100.0,16.64
Irish Potato,Comoros,9,25.0,200.6
Maize,Rwanda,3,250.0,470.66
Irish Potato,Djibouti,12,500.0,84.42
Rice,Mauritania,7,50.0,32.68
Coffee,Uganda,2,500.0,12925.21
Irish Potato,Tunisia,3,250.0,1.42
Cassava,Gambia,5,500.0,15.75
Coffee,Mali,12,250.0,2143.28
Coffee,Tunisia,1,50.0,11.49
Irish Potato,Niger,3,250.0,290.58
Coffee,Mozambique,12,1000.0,189.4
Tomato,Somalia,10,25.0,452.52
Rice,Madagascar,1,10.0,3710.11
Rice,Eritrea,2,25.0,12.93
Rice,Egypt,9,50.0,33.46
Onion,Mali,12,25.0,341.87
Tomato,Somalia,11,10.0,418.96
Cassava,Libya,9,250.0,0.93
Cassava,Mauritius,4,1000.0,10.02
Onion,Congo (DRC),10,25.0,1639.85
Onion,Gambia,7,100.0,42.7
Rice,Congo (Republic),12,50.0,480.18
Irish Potato,Niger,7,1000.0,233.03
Tomato,Gambia,11,1000.0,42.68
Cassava,Mali,3,100.0,125.23
Coffee,Tanzania,9,250.0,8824.2
Irish Potato,Madagascar,4,50.0,2220.5
Coffee,Sao Tome and Principe,11,100.0,69.62
Plantain,Gambia,2,1000.0,34.83
Beans,Mauritius,5,500.0,41.7
Coffee,South Africa,1,10.0,65.59
Cocoa,Tanzania,2,100.0,8138.0
Beans,Guinea-Bissau,12,25.0,780.5
Tomato,Zambia,11,25.0,18.76
Coffee,Equatorial Guinea,12,50.0,2074.73
Onion,Eswatini,11,250.0,9.55
Irish Potato,Guinea,2,1000.0,4082.25
Cocoa,Mauritania,3,25.0,116.45
Irish Potato,South Sudan,2,250.0,1679.07
Irish Potato,Sierra Leone,12,50.0,12486.91
Rice,Eritrea,2,1000.0,11.13
Beans,Cameroon,10,250.0,692.64
Maize,Uganda,6,250.0,1166.68
Plantain,Congo (DRC),8,1000.0,937.82
Coffee,Tanzania,1,10.0,9335.5
Rice,Libya,7,250.0,3.44
Cocoa,Botswana,1,1000.0,27.0
Cassava,Ethiopia,1,1000.0,21.53
Beans,Central African Republic,10,10.0,715.41
Maize,Benin,7,50.0,178.97
Cocoa,Rwanda,8,500.0,4372.8
Irish Potato,Comoros,7,500.0,168.34
Plantain,Ethiopia,1,10.0,60.08
Beans,Tunisia,12,250.0,3.62
Onion,Tunisia,12,25.0,1.86
Cocoa,Eswatini,11,100.0,49.27
Rice,Zambia,9,500.0,18.11
Onion,Gabon,11,50.0,396.52
Irish Potato,Togo,10,50.0,314.47
Maize,Mauritania,6,50.0,12.31
Plantain,Burundi,8,25.0,1272.58
Rice,Togo,1,50.0,593.29
Tomato,Guinea-Bissau,9,10.0,457.56
Irish Potato,Ghana,11,250.0,7.52
Coffee,Algeria,2,50.0,531.24
Tomato,Gambia,12,25.0,52.45
Irish Potato,Sao Tome and Principe,10,10.0,11.48
Beans,Namibia,8,50.0,18.17
Cocoa,Tanzania,4,50.0,8309.46
Tomato,Equatorial Guinea,12,25.0,414.98
Rice,Togo,2,1000.0,413.95
Irish Potato,Guinea,12,10.0,4873.36
Coffee,Botswana,10,1000.0,41.51
Irish Potato,Congo (DRC),11,250.0,1488.18
Onion,Sierra Leone,10,100.0,13108.91
Maize,Morocco,12,10.0,3.25
Tomato,Congo (DRC),4,250.0,1621.52
Rice,Burundi,2,50.0,2718.56
Beans,Central African Republic,3,100.0,681.07
Coffee,Ethiopia,7,500.0,435.41
Rice,Mauritius,9,10.0,34.78
Maize,Benin,9,1000.0,151.04
Irish Potato,Sierra Leone,9,25.0,10696.76
Onion,Seychelles,2,250.0,6.02
Beans,Tanzania,1,25.0,3243.75
Irish Potato,Tanzania,6,100.0,1105.56
Rice,Madagascar,11,1000.0,3019.5
Rice,Sao Tome and Principe,7,50.0,17.12
Rice,Ghana,5,100.0,13.31
Cocoa,Gambia,4,250.0,221.29
Cassava,Rwanda,3,500.0,279.08
Rice,Ghana,8,100.0,12.07
Cassava,Burundi,11,50.0,541.4
Rice,Gabon,2,1000.0,483.0
Plantain,Guinea,8,100.0,3621.93
Tomato,Guinea,5,100.0,5834.95
Beans,Botswana,1,100.0,15.8
Irish Potato,Sao Tome and Principe,11,1000.0,9.39
Beans,Liberia,8,25.0,186.61
Plantain,South Africa,9,1000.0,6.51
Cassava,Comoros,4,250.0,102.21
Onion,Namibia,12,250.0,9.67
Rice,Morocco,8,50.0,7.29
Cassava,Somalia,8,1000.0,97.01
Tomato,Eswatini,1,10.0,12.36
Maize,South Africa,7,250.0,4.9
Tomato,Eswatini,4,100.0,11.02
Plantain,Congo (Republic),7,1000.0,221.97
Tomato,Algeria,3,10.0,79.89
Beans,Morocco,11,500.0,11.15
Cassava,Ghana,5,500.0,3.52
Tomato,Chad,9,500.0,426.58
Maize,Eritrea,6,50.0,5.0
Irish Potato,Angola,2,100.0,491.72
Cassava,Burundi,4,500.0,598.37
Plantain,Burkina Faso,12,25.0,273.8
Plantain,Comoros,7,10.0,216.24
Cassava,Tanzania,7,250.0,589.08
Maize,Togo,6,250.0,184.57
Rice,South Africa,3,250.0,15.63
Maize,Gambia,1,100.0,25.26
Irish Potato,Ethiopia,4,100.0,57.33
Cocoa,Ghana,10,10.0,45.97
Rice,Congo (Republic),7,500.0,486.32
Maize,Egypt,10,500.0,13.95
Cocoa,Chad,7,500.0,1917.3
Rice,Senegal,9,500.0,410.86
Irish Potato,Botswana,4,500.0,5.85
Rice,Congo (DRC),7,1000.0,2003.45
Maize,Sudan,11,250.0,186.34
Maize,Central African Republic,2,1000.0,185.89
Rice,Algeria,12,10.0,101.9
Irish Potato,Central African Republic,11,250.0,292.61
Rice,Egypt,4,100.0,42.42
Cassava,Uganda,7,1000.0,724.01
Cassava,Libya,10,100.0,0.85
Plantain,Gambia,1,100.0,32.64
Cassava,Central African Republic,12,100.0,116.25
Beans,Mauritius,3,50.0,52.31
Beans,Ghana,5,10.0,14.12
Maize,Somalia,3,250.0,204.17
Plantain,Morocco,6,10.0,4.47
Coffee,Tunisia,1,500.0,11.4
Cocoa,Cabo Verde,3,1000.0,276.24
Tomato,Cote d'Ivoire,1,25.0,401.89
Cassava,Equatorial Guinea,12,1000.0,103.49
Plantain,Liberia,11,500.0,77.4
Coffee,Sao Tome and Principe,9,250.0,71.18
Rice,Mozambique,4,500.0,51.87
Cassava,Seychelles,10,25.0,2.71
Cocoa,Rwanda,6,50.0,4202.87
Beans,Cote d'Ivoire,12,1000.0,728.23
Plantain,Ghana,6,50.0,7.12
Coffee,Guinea-Bissau,10,250.0,1995.53
Rice,Mauritius,9,1000.0,28.2
Plantain,Gambia,6,1000.0,28.6
Onion,Angola,8,25.0,654.29
Maize,Central African Republic,6,250.0,165.76
Rice,Libya,4,10.0,5.02
Plantain,Ethiopia,6,10.0,60.42
Plantain,Lesotho,12,250.0,8.28
Plantain,Benin,5,1000.0,259.39
Cassava,Burkina Faso,4,500.0,125.3
Cocoa,Mozambique,8,50.0,208.29
Cocoa,Libya,10,10.0,14.41
Rice,Zimbabwe,6,250.0,21.09
Coffee,Congo (Republic),1,500.0,2014.41
Cocoa,Central African Republic,4,25.0,2004.65
Irish Potato,Morocco,11,10.0,5.38
Coffee,Morocco,10,100.0,34.16
Cocoa,Chad,11,500.0,1590.36
Tomato,Mauritania,2,25.0,24.95
Onion,Eswatini,10,10.0,11.24
Onion,Tanzania,4,50.0,1573.69
Cassava,Liberia,4,100.0,44.3
Coffee,Morocco,6,10.0,43.31
Onion,Djibouti,9,50.0,110.09
Tomato,Algeria,2,25.0,88.38
Cassava,Botswana,3,50.0,3.12
Coffee,Gabon,8,250.0,2335.8
Beans,Guinea-Bissau,1,250.0,739.87
Onion,Uganda,11,1000.0,1925.3
Cassava,Eswatini,4,25.0,4.39
Onion,Lesotho,1,100.0,9.62
Rice,Djibouti,5,25.0,166.3
Rice,Togo,11,10.0,456.17
Beans,Guinea-Bissau,6,250.0,516.04
Cassava,Tanzania,2,10.0,583.12
Onion,Zimbabwe,6,25.0,15.99
Beans,Rwanda,1,500.0,1515.2
Cocoa,Senegal,9,250.0,1797.21
Rice,Mauritania,8,500.0,31.72
Beans,Cote d'Ivoire,9,10.0,666.69
Irish Potato,Cote d'Ivoire,2,10.0,346.4
Irish Potato,Liberia,7,50.0,79.98
Onion,Angola,2,500.0,382.64
Cassava,Central African Republic,6,50.0,142.81
Cassava,Cabo Verde,6,25.0,22.88
Beans,Congo (DRC),9,50.0,3332.84
Tomato,Ghana,7,10.0,11.57
Onion,Angola,3,50.0,451.0
Beans,Cameroon,5,500.0,521.32
Rice,Algeria,9,10.0,93.31
Plantain,Botswana,2,100.0,6.66
Beans,Sierra Leone,4,100.0,21176.34
Cassava,Sao Tome and Principe,9,100.0,4.54
Cocoa,Zimbabwe,9,50.0,78.81
Coffee,Ethiopia,2,25.0,442.22
Plantain,Gabon,9,100.0,236.05
Maize,Djibouti,10,100.0,56.82
Maize,Seychelles,10,250.0,4.14
Irish Potato,Mozambique,9,25.0,32.89
Cocoa,Malawi,9,50.0,5485.78
Irish Potato,South Sudan,1,500.0,1702.93
Plantain,Rwanda,6,50.0,623.62
Cassava,Somalia,4,10.0,144.64
Cassava,Djibouti,6,25.0,40.6
Cassava,Comoros,11,250.0,74.75
Cocoa,Djibouti,2,250.0,494.19
Irish Potato,Ghana,2,500.0,8.21
Tomato,Malawi,8,10.0,1261.48
Cassava,Zambia,7,250.0,5.67
Maize,Namibia,1,25.0,6.14
Tomato,Sierra Leone,4,1000.0,11530.13
Cassava,Mauritania,5,25.0,8.77
Tomato,Cote d'Ivoire,6,500.0,427.55
Cassava,Mauritius,1,250.0,8.46
Cocoa,Somalia,10,1000.0,1495.67
Tomato,Eritrea,7,500.0,10.63
Rice,Mauritania,6,100.0,32.45
Rice,Cameroon,4,50.0,563.42
Coffee,Egypt,9,10.0,179.55
Rice,Seychelles,3,100.0,12.45
Maize,Seychelles,4,1000.0,4.01
Coffee,Somalia,5,1000.0,2285.91
Maize,Uganda,8,1000.0,843.3
Plantain,South Sudan,7,500.0,1248.74
Irish Potato,Tanzania,1,50.0,1483.4
Irish Potato,Morocco,10,500.0,4.53
Plantain,Sudan,1,500.0,292.21
Plantain,Chad,9,1000.0,194.37
Onion,Malawi,7,10.0,1052.57
Cocoa,Gambia,5,10.0,236.86
Cassava,Rwanda,12,25.0,273.63
Maize,Chad,5,10.0,200.9
Cocoa,Mauritania,4,500.0,113.69
Onion,Sierra Leone,3,250.0,11125.25
Tomato,Zambia,4,50.0,16.42
Cassava,Cameroon,9,250.0,114.37
Onion,Chad,4,1000.0,308.22
Coffee,Cote d'Ivoire,4,25.0,2342.33
Irish Potato,Gabon,12,500.0,279.88
Maize,Botswana,7,100.0,3.87
Cocoa,Gambia,6,50.0,251.2
Irish Potato,Madagascar,2,1000.0,2088.21
Maize,Senegal,5,10.0,194.67
Coffee,Sudan,1,250.0,2075.4
Tomato,Nigeria,4,1000.0,847.75
Tomato,Angola,2,100.0,587.61
Irish Potato,Benin,4,250.0,290.55
Plantain,Angola,4,500.0,465.28
Irish Potato,Sao Tome and Principe,3,25.0,11.75
Plantain,Cabo Verde,7,25.0,43.67
Coffee,Eritrea,11,25.0,47.11
Beans,Tanzania,3,500.0,2879.45
Rice,Uganda,9,25.0,2700.12
Maize,Sierra Leone,11,100.0,6785.29
Cocoa,Ethiopia,4,100.0,401.81
Irish Potato,Gambia,10,100.0,33.66
Irish Potato,Libya,12,25.0,2.55
Coffee,Sao Tome and Principe,6,50.0,97.74
Cassava,Algeria,1,50.0,28.38
Onion,Kenya,4,500.0,71.3
Cocoa,Gabon,9,50.0,2044.41
Cocoa,Egypt,1,10.0,141.07
Onion,Sierra Leone,6,1000.0,11403.17
Cocoa,Algeria,8,100.0,437.35
Onion,Cameroon,2,10.0,306.29
Cassava,Senegal,11,500.0,96.36
Coffee,Benin,11,500.0,1740.96
Beans,Central African Republic,3,50.0,670.54
Beans,Eritrea,3,1000.0,13.68
Irish Potato,Gabon,3,250.0,307.18
Plantain,Algeria,8,250.0,49.62
Coffee,Gabon,4,250.0,2322.81
Onion,Ethiopia,2,25.0,59.94
Beans,Eritrea,9,1000.0,13.74
Beans,South Sudan,11,50.0,3981.42
Cocoa,Botswana,2,50.0,39.43
Maize,Angola,3,1000.0,272.68
Cassava,Mauritius,10,100.0,9.05
Rice,Morocco,12,500.0,6.56
Coffee,Sao Tome and Principe,7,25.0,83.37
Maize,Angola,2,50.0,340.3
Coffee,Chad,10,10.0,1768.67
Maize,Guinea,10,1000.0,2473.04
Cassava,Kenya,2,1000.0,22.79
Irish Potato,Sudan,2,25.0,341.27
Beans,Angola,8,10.0,1030.45
Cocoa,Cabo Verde,11,100.0,277.23
Onion,Angola,9,100.0,602.51
Maize,Tanzania,1,50.0,1016.51
Tomato,South Africa,3,250.0,10.26
Onion,Nigeria,11,500.0,836.21
Cassava,Zimbabwe,8,1000.0,4.8
Cocoa,Rwanda,3,100.0,4104.34
Maize,Somalia,12,10.0,182.23
Rice,Eswatini,7,1000.0,12.41
Maize,Sudan,4,100.0,192.82
Plantain,Tanzania,4,100.0,1242.35
Cassava,Benin,11,10.0,108.1
Irish Potato,Ethiopia,9,250.0,51.04
Maize,Botswana,6,25.0,4.12
Beans,Zimbabwe,8,50.0,24.65
Rice,Mali,1,1000.0,439.94
Cassava,South Africa,5,1000.0,3.69
Cassava,Zimbabwe,3,10.0,6.19
Coffee,South Sudan,7,1000.0,9780.96
Tomato,Seychelles,4,25.0,8.05
Cassava,Ethiopia,4,250.0,26.27
Tomato,Eswatini,8,25.0,14.22
Onion,Mozambique,2,250.0,33.9
Plantain,Cabo Verde,5,500.0,47.67
Irish Potato,Angola,12,50.0,525.41
Plantain,Ethiopia,11,10.0,54.99
Cocoa,Angola,1,10.0,2532.98
Plantain,Somalia,1,100.0,266.39
Coffee,Mozambique,1,100.0,226.93
Coffee,Congo (Republic),2,25.0,2322.17
Cocoa,Guinea-Bissau,2,50.0,1695.51
Cassava,Zambia,5,50.0,6.33
Tomato,Kenya,4,500.0,78.47
Coffee,Rwanda,5,25.0,6158.6
Rice,Sierra Leone,11,50.0,15830.14
Maize,Ethiopia,9,100.0,32.53
Maize,Guinea,5,500.0,2642.0
Tomato,Malawi,12,250.0,1147.9
Onion,Mauritania,3,1000.0,16.52
Coffee,Eswatini,2,1000.0,60.58
Onion,Cote d'Ivoire,5,250.0,351.31
Cassava,Mozambique,1,10.0,13.19
Maize,Ghana,2,250.0,5.73
Beans,Niger,2,100.0,698.18
Irish Potato,Eritrea,12,25.0,7.83
Maize,Tunisia,9,25.0,0.87
Plantain,Benin,12,500.0,276.89
Cassava,Guinea-Bissau,1,50.0,128.84
Tomato,Eswatini,5,50.0,11.93
Tomato,Zambia,9,100.0,20.22
Irish Potato,Guinea-Bissau,2,10.0,321.69
Cassava,Ghana,1,50.0,3.29
Maize,Namibia,12,250.0,6.24
Cassava,Gambia,12,250.0,11.51
Irish Potato,Equatorial Guinea,4,25.0,278.33
Beans,Angola,4,25.0,957.75
Coffee,Zimbabwe,2,100.0,101.13
Plantain,Senegal,5,10.0,303.38
Onion,Burundi,8,50.0,1844.82
Cassava,Sao Tome and Principe,2,1000.0,3.82
Irish Potato,Mauritania,5,500.0,17.45
Onion,Kenya,2,50.0,65.49
Onion,Cote d'Ivoire,9,100.0,388.85
Rice,Malawi,4,25.0,1579.91
Irish Potato,Lesotho,6,25.0,7.53
Irish Potato,Guinea-Bissau,4,50.0,289.69
Irish Potato,South Africa,12,250.0,9.82
Cassava,Cote d'Ivoire,3,500.0,133.16
Irish Potato,Gabon,9,10.0,267.48
Tomato,Algeria,10,500.0,101.76
Coffee,Zimbabwe,1,500.0,83.21
Tomato,Zambia,11,50.0,20.98
Maize,Niger,5,10.0,205.26
Coffee,Zimbabwe,1,500.0,84.2
Cassava,Gambia,12,10.0,12.93
Irish Potato,Mauritania,10,1000.0,18.47
Cassava,Equatorial Guinea,5,50.0,138.1
Tomato,Seychelles,8,1000.0,9.2
Cocoa,Lesotho,7,10.0,60.47
Coffee,Gabon,3,250.0,2433.47
Coffee,Ethiopia,5,250.0,463.11
Cassava,Cote d'Ivoire,1,50.0,117.29
Cocoa,Seychelles,4,500.0,38.29
Rice,Madagascar,3,1000.0,3464.28
Onion,Guinea,5,1000.0,4384.67
Irish Potato,Nigeria,3,500.0,744.75
Tomato,Nigeria,3,100.0,954.88
Beans,Togo,4,1000.0,525.47
Irish Potato,Sao Tome and Principe,12,1000.0,10.84
Irish Potato,Mauritania,1,10.0,23.72
Tomato,Benin,5,50.0,420.51
Plantain,Uganda,3,1000.0,1630.03
Maize,Chad,3,100.0,220.83
Onion,Sudan,1,100.0,306.52
Tomato,Burkina Faso,12,50.0,412.9
Cocoa,Niger,2,10.0,1730.12
Plantain,Gambia,10,10.0,29.01
Tomato,Mozambique,7,10.0,45.82
Cocoa,Ethiopia,2,25.0,326.15
Beans,Algeria,10,100.0,140.83
Plantain,Tunisia,7,50.0,1.36
Irish Potato,Congo (Republic),9,100.0,278.82
Coffee,Malawi,10,25.0,5631.36
Beans,Sudan,10,50.0,713.58
Tomato,Burundi,2,500.0,1747.93
Beans,Cameroon,4,250.0,643.41
Irish Potato,Libya,6,100.0,2.22
Plantain,Benin,11,250.0,218.54
Coffee,Gabon,1,250.0,2122.18
Tomato,Somalia,6,50.0,408.93
Maize,Mali,8,50.0,163.45
Cocoa,Algeria,8,500.0,416.4
Irish Potato,Morocco,1,250.0,5.28
Rice,South Africa,12,250.0,13.42
Maize,Senegal,6,100.0,176.92
Onion,Rwanda,3,250.0,731.41
Irish Potato,Zimbabwe,1,250.0,14.96
Irish Potato,Botswana,9,25.0,6.01
Maize,Morocco,7,100.0,2.9
